212,30
213,30
214,30
215,30
216,30
217,30
218,30
219,30
220,30
221,30
222,30
223,30
224,30
225,30
226,30
227,30
228,30
229,30
230,30
231,30
232,30
233,30
234,30
235,30
236,30
237,30
238,30
239,30
240,30
241,30
242,30
243,30
244,30
245,30
246,30
247,30
248,30
249,30
250,30
251,30
252,30
253,30
254,30
255,30
256,30
257,30
258,30
259,30
260,30
261,30
262,30
263,30
264,30
265,30
266,30
267,30
268,30
269,30
270,30
271,30
272,30
273,30
274,30
275,30
276,30
277,30
278,30
279,30
280,30
281,30
282,30
283,30
284,30
285,30
286,30
287,30
288,30
289,30
290,30
291,30
292,30
293,30
294,30
295,30
296,30
297,30
298,30
299,30
300,30
301,30
302,28.002
303,26.2036
304,24.5848
305,23.1277
306,21.8161
307,20.6356
308,19.5729
309,18.6165
310,17.7555
311,16.9806
312,16.2831
313,15.6552
314,15.0901
315,14.5815
316,14.1236
317,13.7116
318,13.3406
319,13.0068
320,12.7063
321,12.4358
322,12.1924
323,11.9733
324,11.776
325,11.5985
326,11.4387
327,11.2949
328,11.1655
329,11.049
330,10.9442
331,10.8498
332,10.7648
333,10.6884
334,10.6196
335,10.5576
336,10.5019
337,10.4517
338,10.4066
339,10.3659
340,10.3293
341,10.2964
342,10.2668
343,10.2401
344,10.2161
345,10.1945
346,10.1751
347,10.1576
348,10.1418
349,10.1276
350,10.1149
351,10.1034
352,10.0931
353,10.0838
354,10.0754
355,10.0678
356,10.0611
357,10.055
358,10.0495
359,10.0445
360,10.0401
361,10.0361
362,10.0325
363,10.0292
364,10.0263
365,10.0237
366,10.0213
367,10.0192
368,10.0173
369,10.0155
370,10.014
371,10.0126
372,10.0113
373,10.0102
374,10.0092
375,10.0083
376,10.0074
377,10.0067
378,10.006
379,10.0054
380,10.0049
381,10.0044
382,10.0039
383,10.0036
384,10.0032
385,10.0029
386,10.0026
387,10.0023
388,10.0021
389,10.0019
390,10.0017
391,10.0015
392,10.0014
393,10.0012
394,10.0011
395,10.001
396,10.0009
397,10.0008
398,10.0007
399,10.0007
400,10.0006
401,10.0005
402,10.0005
403,10.0004
404,10.0004
405,10.0004
406,10.0003
407,10.0003
408,10.0003
409,10.0002
410,10.0002
411,10.0002
412,10.0002
413,10.0002
414,10.0001
415,10.0001
416,10.0001
417,10.0001
418,10.0001
419,10.0001
420,10.0001
421,10.0001
422,10.0001
423,10.0001
424,10
425,10
426,10
427,10
428,10
429,10
430,10
431,10
432,10
433,10
434,10
435,10
436,10
437,10
438,10
439,10
440,10
441,10
442,10
443,10
444,10
445,10
446,10
447,10
448,10
449,10
450,10
451,10
452,11.9997
453,13.7995
454,15.4193
455,16.8772
456,18.1893
457,19.3701
458,20.4329
459,21.3895
460,22.2504
461,23.0252
462,23.7225
463,24.3502
464,24.915
465,25.4234
466,25.881
467,26.2928
468,26.6635
469,26.997
470,27.2973
471,27.5675
472,27.8107
473,28.0296
474,28.2266
475,28.4039
476,28.5634
477,28.707
478,28.8363
479,28.9526
480,29.0574
481,29.1516
482,29.2364
483,29.3128
484,29.3815
485,29.4433
486,29.4989
487,29.549
488,29.5941
489,29.6347
490,29.6712
491,29.7041
492,29.7337
493,29.7603
494,29.7843
495,29.8058
496,29.8252
497,29.8427
498,29.8584
499,29.8726
500,29.8853
501,29.8968
502,29.9071
503,29.9164
504,29.9247
505,29.9323
506,29.939
507,29.9451
508,29.9506
509,29.9556
510,29.96
511,29.964
512,29.9676
513,29.9708
514,29.9737
515,29.9764
516,29.9787
517,29.9809
518,29.9828
519,29.9845
520,29.986
521,29.9874
522,29.9887
523,29.9898
524,29.9908
525,29.9918
526,29.9926
527,29.9933
528,29.994
529,29.9946
530,29.9951
531,29.9956
532,29.9961
533,29.9965
534,29.9968
535,29.9971
536,29.9974
537,29.9977
538,29.9979
539,29.9981
540,29.9983
541,29.9985
542,29.9986
543,29.9988
544,29.9989
545,29.999
546,29.9991
547,29.9992
548,29.9993
549,29.9993
550,29.9994
551,29.9995
552,29.9995
553,29.9996
554,29.9996
555,29.9996
556,29.9997
557,29.9997
558,29.9997
559,29.9998
560,29.9998
561,29.9998
562,29.9998
563,29.9998
564,29.9999
565,29.9999
566,29.9999
567,29.9999
568,29.9999
569,29.9999
570,29.9999
571,29.9999
572,29.9999
573,29.9999
574,30
575,30
576,30
577,30
578,30
579,30
580,30
581,30
582,30
583,30
584,30
585,30
586,30
587,30
588,30
589,30
590,30
591,30
592,30
593,30
594,30
595,30
596,30
597,30
598,30
599,30
600,30
601,30
602,30
603,30
604,30
605,30
606,30
607,30
608,30
609,30
610,30
611,30
612,30
613,30
614,30
615,30
616,30
617,30
618,30
619,30
620,30
621,30
622,30
623,30
624,30
625,30
626,30
627,30
628,30
629,30
630,30
631,30
632,30
633,30
634,30
635,30
636,30
637,30
638,30
639,30
640,30
641,30
642,30
643,30
644,30
645,30
646,30
647,30
648,30
649,30
650,30
651,30
652,30
653,30
654,30
655,30
656,30
657,30
658,30
659,30
660,30
661,30
662,30
663,30
664,30
665,30
666,30
667,30
668,30
669,30
670,30
671,30
672,30
673,30
674,30
675,30
676,30
677,30
678,30
679,30
680,30
681,30
682,30
683,30
684,30
685,30
686,30
687,30
688,30
689,30
690,30
691,30
692,30
693,30
694,30
695,30
696,30
697,30
698,30
699,30
700,30
701,30
702,30
703,30
704,30
705,30
706,30
707,30
708,30
709,30
710,30
711,30
712,30
713,30
714,30
715,30
716,30
717,30
718,30
719,30
720,30
721,30
722,30
723,30
724,30
725,30
726,30
727,30
728,30
729,30
730,30
731,30
732,30
733,30
734,30
735,30
736,30
737,30
738,30
739,30
740,30
741,30
742,30
743,30
744,30
745,30
746,30
747,30
748,30
749,30
750,30
751,30
752,30
753,30
754,30
755,30
756,30
757,30
758,30
759,30
760,30
761,30
762,30
763,30
764,30
765,30
766,30
767,30
768,30
769,30
770,30
771,30
772,30
773,30
774,30
775,30
776,30
777,30
778,30
779,30
780,30
781,30
782,30
783,30
784,30
785,30
786,30
787,30
788,30
789,30
790,30
791,30
792,30
793,30
794,30
795,30
796,30
797,30
798,30
799,30
800,30
