0,10
1,11.998
2,13.7964
3,15.4151
4,16.8721
5,18.1836
6,19.364
7,20.4266
8,21.3829
9,22.2438
10,23.0186
11,23.7161
12,24.3438
13,24.9089
14,25.4175
15,25.8753
16,26.2873
17,26.6582
18,26.9921
19,27.2925
20,27.563
21,27.8065
22,28.0256
23,28.2228
24,28.4004
25,28.5602
26,28.704
27,28.8335
28,28.95
29,29.0549
30,29.1493
31,29.2343
32,29.3108
33,29.3797
34,29.4416
35,29.4974
36,29.5476
37,29.5928
38,29.6335
39,29.6701
40,29.7031
41,29.7327
42,29.7594
43,29.7835
44,29.8051
45,29.8246
46,29.8421
47,29.8579
48,29.8721
49,29.8848
50,29.8963
51,29.9067
52,29.916
53,29.9244
54,29.932
55,29.9388
56,29.9449
57,29.9504
58,29.9553
59,29.9598
60,29.9638
61,29.9674
62,29.9707
63,29.9736
64,29.9763
65,29.9786
66,29.9808
67,29.9827
68,29.9844
69,29.986
70,29.9874
71,29.9886
72,29.9898
73,29.9908
74,29.9917
75,29.9925
76,29.9933
77,29.994
78,29.9946
79,29.9951
80,29.9956
81,29.996
82,29.9964
83,29.9968
84,29.9971
85,29.9974
86,29.9977
87,29.9979
88,29.9981
89,29.9983
90,29.9985
91,29.9986
92,29.9988
93,29.9989
94,29.999
95,29.9991
96,29.9992
97,29.9993
98,29.9993
99,29.9994
100,29.9995
101,29.9995
102,29.9996
103,29.9996
104,29.9996
105,29.9997
106,29.9997
107,29.9997
108,29.9998
109,29.9998
110,29.9998
111,29.9998
112,29.9998
113,29.9999
114,29.9999
115,29.9999
116,29.9999
117,29.9999
118,29.9999
119,29.9999
120,29.9999
121,29.9999
122,29.9999
123,30
124,30
125,30
126,30
127,30
128,30
129,30
130,30
131,30
132,30
133,30
134,30
135,30
136,30
137,30
138,30
139,30
140,30
141,30
142,30
143,30
144,30
145,30
146,30
147,30
148,30
149,30
150,30
151,30
152,30
153,30
154,30
155,30
156,30
157,30
158,30
159,30
160,30
161,30
162,30
163,30
164,30
165,30
166,30
167,30
168,30
169,30
170,30
171,30
172,30
173,30
174,30
175,30
176,30
177,30
178,30
179,30
180,30
181,30
182,30
183,30
184,30
185,30
186,30
187,30
188,30
189,30
190,30
191,30
192,30
193,30
194,30
195,30
196,30
197,30
198,30
199,30
200,30
201,30
202,30
203,30
204,30
205,30
206,30
207,30
208,30
209,30
210,30
211,30
